Date,Time,Chain,Tx hash,Link,Tx type,Related addr,Asset,Amount
02/09/2022,20:07:13,op,0xed6f0b3f605accb8abdfb7d74f07d56ad76ad82e924ff4da3c9c7ea56530bb1f,https://optimistic.etherscan.io/tx/0xed6f0b3f605accb8abdfb7d74f07d56ad76ad82e924ff4da3c9c7ea56530bb1f,send,0x00000002f32c0886ee65d68059fbdb76ef6a6996,ETH,-1
18/08/2022,22:22:24,op,0x727d8ad497f5bc61f54cdde14c2a508be2a64c83bab8c1557a3dce53df8a820f,https://optimistic.etherscan.io/tx/0x727d8ad497f5bc61f54cdde14c2a508be2a64c83bab8c1557a3dce53df8a820f,send,0x00000002f32c0886ee65d68059fbdb76ef6a6996,AWN,-1
18/08/2022,22:21:54,op,0x92dff9f4e9ef7a7d504afdaa2c18523e65a403b7bef28e8bcf5578e17211081e,https://optimistic.etherscan.io/tx/0x92dff9f4e9ef7a7d504afdaa2c18523e65a403b7bef28e8bcf5578e17211081e,send,0x00000002f32c0886ee65d68059fbdb76ef6a6996,AWN,-1
18/08/2022,22:21:24,op,0x7598e7f3ec9998f8c950992810f413e13a1bae4c9fe6e7c9ffcb2334653456b2,https://optimistic.etherscan.io/tx/0x7598e7f3ec9998f8c950992810f413e13a1bae4c9fe6e7c9ffcb2334653456b2,send,0x00000002f32c0886ee65d68059fbdb76ef6a6996,AWN,-1
14/04/2023,04:31:41,era,0x28de3031d16f32108b1e6df00bb96d0e6dd1e07641fd742f316761f3d7cbc08a,https://era.zksync.network/tx/0x28de3031d16f32108b1e6df00bb96d0e6dd1e07641fd742f316761f3d7cbc08a,receive,0x00951c1d1241f9be0ef5a55a1755fa49c5629ebd,WETH,0.0001000029
12/04/2023,22:04:42,era,0xa90df8c7c5f4e0e6ad532c592c7cc2425cedff2248af28b622749ec443509bd7,https://era.zksync.network/tx/0xa90df8c7c5f4e0e6ad532c592c7cc2425cedff2248af28b622749ec443509bd7,receive,0x00951c1d1241f9be0ef5a55a1755fa49c5629ebd,WETH,0.000100001
01/09/2022,16:52:26,op,0xa54792fe4ee79736428db7d322c85b0b8624cbe8e544cc1a526bd72b9ff9494f,https://optimistic.etherscan.io/tx/0xa54792fe4ee79736428db7d322c85b0b8624cbe8e544cc1a526bd72b9ff9494f,send,0x017eb7f0a942b30f9a3680990d769a20b32217bd,ETH,-1
01/09/2022,16:51:56,op,0xddc324539f63b6c6ad23a4a570eb586f6b2934300ad9d576cc375e64334876e9,https://optimistic.etherscan.io/tx/0xddc324539f63b6c6ad23a4a570eb586f6b2934300ad9d576cc375e64334876e9,send,0x017eb7f0a942b30f9a3680990d769a20b32217bd,ETH,-1
01/09/2022,16:51:41,op,0x256a926d51aa77f4e7d7cc3e1d104542c5bd9abf81c9bf5f279cd16a5b3f46f5,https://optimistic.etherscan.io/tx/0x256a926d51aa77f4e7d7cc3e1d104542c5bd9abf81c9bf5f279cd16a5b3f46f5,send,0x017eb7f0a942b30f9a3680990d769a20b32217bd,ETH,-1
01/09/2022,16:51:11,op,0x9b6c33b721eeb6d9a18f0f04d60af90770ec7024a80e1b2f2a4fbdab807ca6ff,https://optimistic.etherscan.io/tx/0x9b6c33b721eeb6d9a18f0f04d60af90770ec7024a80e1b2f2a4fbdab807ca6ff,send,0x017eb7f0a942b30f9a3680990d769a20b32217bd,ETH,-1
